song,artist1,artist2,song_netease,artist_netease,mood_netease,spotify-id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_origin_1,artist_origin_2,artist_type_1,artist_type_2,artist_era_1,genre_1,genre_2,genre_3,mood_1,mood_2,tempo_1,tempo_2,tempo_3
心愿,孙燕姿,Stefanie Sun,心愿,孙燕姿,感动,57HEPIKtApE3bwu3wcBBYs,0.557,0.621,6,-4.141,1,0.0339,0.666,1.33e-06,0.104,0.336,137.95,273240,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium',b'60s'
另一张脸,孙燕姿,Stefanie Sun,另一张脸,孙燕姿,感动,5EdqLFiVW6eZ9qKBOE9oMP,0.675,0.66,6,-4.363,0,0.0421,0.0935,0,0.0579,0.415,127.947,223027,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Fiery',b'Passionate Rhythm',b'Medium Tempo',b'Medium Slow',b'60s'
梦不落,孙燕姿,Stefanie Sun,梦不落,孙燕姿,感动,2odWYarL9yJfJxmef0aNyS,0.673,0.95,0,-6.438,0,0.13,0.0317,0,0.972,0.41,120.016,225733,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Dark Pop',b'Medium Tempo',b'Medium Fast',b'120s'
明天晴天,孙燕姿,Stefanie Sun,明天晴天,孙燕姿,伤感/怀旧/感动,42lcS2YXVmi1pZJVqXsFL3,0.335,0.324,3,-10.98,1,0.0485,0.898,0,0.111,0.137,83.698,234427,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
奔,孙燕姿,Stefanie Sun,奔,孙燕姿,伤感/感动,68F2iWPTzIefKm1CivPmbI,0.595,0.907,1,-2.939,1,0.0751,0.00891,0.00012,0.103,0.242,137.905,220827,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Dark Pop Intensity',b'Fast Tempo',b'Fast',b'130s'
我的爱,孙燕姿,Stefanie Sun,我的爱,孙燕姿,怀旧,1bhXYLkHLt6ucYSCwzue3k,0.24,0.3,9,-8.623,1,0.039,0.808,0,0.096,0.198,65.79,261440,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'80s'
祝你开心,孙燕姿,Stefanie Sun,祝你开心,孙燕姿,感动/治愈,7BYslBnOC2aAAheU7ofbnI,0.615,0.843,7,-5.492,1,0.038,0.0402,0.0028,0.0485,0.668,100.011,232840,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium Fast',b'100s'
我也很想他,孙燕姿,Stefanie Sun,我也很想他,孙燕姿,伤感/孤独,1vRWBwDWDbuyzTSBHLQkq4,0.547,0.383,2,-8.717,1,0.0321,0.76,0,0.121,0.397,129.784,257200,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Romantic',b'Dramatic / Romantic',b'Slow Tempo',b'Very Slow',b'30s'
听见,孙燕姿,Stefanie Sun,听见,孙燕姿,怀旧/感动,5MpsiNaOLo62FcpTpZWMoc,0.607,0.513,1,-7.027,1,0.0278,0.508,8.7e-05,0.0762,0.12,93.059,226240,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sophisticated',b'Smoky / Romantic',b'Slow Tempo',b'Slow',b'40s'
慢慢来,孙燕姿,Stefanie Sun,慢慢来,孙燕姿,感动,1okV9akYIAM2PdZd8R655r,0.751,0.767,10,-6.019,0,0.0434,0.0801,0,0.151,0.691,116.937,225307,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Dark Pop Intensity',b'Medium Tempo',b'Medium Fast',b'110s'
同类,孙燕姿,Stefanie Sun,,,,5muS73cCKfspPgk2lG0lug,0.278,0.264,2,-9.802,1,0.0388,0.904,0,0.111,0.351,176.15,212507,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
种,孙燕姿,Stefanie Sun,种,孙燕姿,伤感/感动,6mgUyvTazwXWAMkFECQXry,0.617,0.833,7,-7.109,1,0.224,0.296,0,0.816,0.392,90.014,251467,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Stirring',b'Jubilant / Soulful',b'Medium Tempo',b'Medium Fast',b'90s'
反过来走走,孙燕姿,Stefanie Sun,反过来走走,孙燕姿,怀旧/感动/治愈,23UgAefJBINdaQLkA9oJTA,0.563,0.875,9,-6.123,0,0.209,0.108,1.69e-06,0.34,0.675,172.013,233267,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Brooding',b'Alienated / Brooding',b'Medium Tempo',b'Medium',b'80s'
Stefanie,孙燕姿,Stefanie Sun,Stefanie,孙燕姿,感动/治愈,6Qavo3EabyDgfYZ3O9mnvr,0.491,0.574,9,-5.093,1,0.0278,0.698,0,0.125,0.205,82.022,264560,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
Let's Vino,孙燕姿,Stefanie Sun,Let's Vino (Bonus Track),孙燕姿,感动/治愈,15YdE252tolDzwsAxbCKLv,0.483,0.714,9,-5.749,1,0.0849,0.0533,0,0.0403,0.373,180.21,221933,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Excited',b'Upbeat Pop Groove',b'Medium Tempo',b'Medium Fast',b'90s'
未知的精采,孙燕姿,Stefanie Sun,,,,4qJsJJf7RlW3krpoGIaN4k,0.661,0.732,8,-4.695,1,0.0375,0.48,0,0.169,0.801,121.083,188427,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Excited',b'Upbeat Pop Groove',b'Medium Tempo',b'Medium Fast',b'120s'
The moment,孙燕姿,Stefanie Sun,,,,0TlcNKjoxfWslq5AlhMlGg,0.549,0.53,4,-7.011,1,0.029,0.88,8.95e-06,0.0907,0.178,94.45,253107,3,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'60s'
遇见,孙燕姿,Stefanie Sun,遇见,孙燕姿,伤感,3xJK8ywApYVEYIDhymYMC6,0.631,0.233,8,-13.016,1,0.0329,0.841,3.24e-06,0.228,0.442,91.864,209760,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Easygoing',b'Friendly',b'Slow Tempo',b'Slow',b'40s'
懒得去管,孙燕姿,Stefanie Sun,懒得去管,孙燕姿,兴奋/感动,6Nd4yfQR4W7uWIVC19BFsE,0.65,0.839,9,-4.322,1,0.0304,0.0746,6.5e-06,0.132,0.463,101.033,244627,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium',b'60s'
不能和你一起,孙燕姿,Stefanie Sun,不能和你一起,孙燕姿,怀旧/感动/治愈,0oHcVyYgskk1m4axXbQ9fr,0.264,0.239,8,-11.694,1,0.0453,0.951,0.000137,0.107,0.33,71.618,281933,3,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
太阳底下,孙燕姿,Stefanie Sun,太阳底下,孙燕姿,感动/治愈,6nLMEDldEPgdFFIL7odHhu,0.667,0.72,4,-5.212,1,0.0375,0.462,3.46e-06,0.138,0.448,106.035,205000,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
我要的幸福,孙燕姿,Stefanie Sun,我要的幸福,孙燕姿,怀旧/感动/放松,6czJ9PX6bQkeyOTRITX6wo,0.585,0.48,8,-7.122,1,0.0271,0.673,0.000505,0.0955,0.312,99.945,215573,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'60s'
超快感,孙燕姿,Stefanie Sun,超快感,孙燕姿,伤感/怀旧/感动,4h0GihOIfcCbH5wCgWnh4I,0.706,0.737,2,-4.976,1,0.0543,0.205,4.35e-06,0.104,0.675,116.993,219667,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Rowdy',b'Ramshackle / Rollicking',b'Medium Tempo',b'Medium Fast',b'110s'
天黑黑,孙燕姿,Stefanie Sun,天黑黑,孙燕姿,伤感/怀旧,0eob3HoVodpLkppKt6rVay,0.499,0.261,8,-10.912,1,0.0394,0.933,1.63e-05,0.119,0.396,108.957,236160,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
很好,孙燕姿,Stefanie Sun,很好,孙燕姿,感动/放松,5Nopxgy8hEkisRXulY8Fw2,0.374,0.265,3,-9.943,1,0.0307,0.847,0.000137,0.0997,0.0791,77.338,265960,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
Someone,孙燕姿,Stefanie Sun,Someone,孙燕姿,感动,0nxt48W03GdTsDXk410Clk,0.624,0.689,0,-4.937,1,0.0338,0.053,7.97e-05,0.593,0.176,100.007,205093,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Upbeat',b'Carefree Pop',b'Medium Tempo',b'Medium Fast',b'100s'
风筝,孙燕姿,Stefanie Sun,,,,5CdZJZBilkeNzEKJaQXZX5,0.481,0.414,5,-9.549,1,0.0413,0.901,1.86e-05,0.0963,0.125,99.725,276533,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
任性,孙燕姿,Stefanie Sun,任性,孙燕姿,感动,4HnRd7XEPbonripMWhMj7c,0.269,0.248,2,-10.024,1,0.0395,0.89,0,0.0891,0.199,183.482,227693,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Romantic',b'Dramatic / Romantic',b'Slow Tempo',b'Slow',b'40s'
逃亡,孙燕姿,Stefanie Sun,逃亡,孙燕姿,怀旧/感动,6zAJTeFfZyGNYCi9GI0TuH,0.492,0.669,3,-5.854,1,0.0274,0.0297,4.77e-05,0.117,0.118,100.012,285293,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium Fast',b'100s'
害怕,孙燕姿,Stefanie Sun,害怕,孙燕姿,伤感/怀旧,6SJs3AYOK3fsvTq7AhIXmN,0.389,0.295,11,-8.941,1,0.0418,0.853,0,0.083,0.153,139.805,243173,3,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
永远,孙燕姿,Stefanie Sun,永远,孙燕姿,感动/治愈,6X3KLnWYJ3tlEAPDsm25MT,0.536,0.529,4,-7.174,1,0.0334,0.544,0,0.34,0.205,140.131,214027,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
眼神,孙燕姿,Stefanie Sun,眼神,孙燕姿,孤独/感动,3WgtLTrPqaUtUV5CddScbl,0.464,0.282,0,-8.706,0,0.0292,0.725,4.24e-06,0.103,0.139,128.419,210440,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
没有人的方向,孙燕姿,Stefanie Sun,没有人的方向,孙燕姿,感动,54MoS9eskLIkALa41h0SvC,0.571,0.598,8,-6.21,1,0.0328,0.38,8.19e-06,0.0702,0.182,98.96,247760,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
真的,孙燕姿,Stefanie Sun,真的,孙燕姿,伤感/怀旧/感动,7yLdfvf6XM4GHQfSFHCy8m,0.701,0.365,7,-10.539,1,0.0265,0.689,0.000539,0.113,0.315,100.94,282360,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Easygoing',b'Friendly',b'Medium Tempo',b'Medium Slow',b'50s'
神奇,孙燕姿,Stefanie Sun,神奇,孙燕姿,怀旧/性感,6psRzmEkPNCkJkX8tlaGMs,0.596,0.885,1,-5.428,1,0.123,0.0229,0.00266,0.245,0.384,97.994,262733,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Dark Pop Intensity',b'Medium Tempo',b'Medium Fast',b'90s'
我不难过,孙燕姿,Stefanie Sun,我不难过,孙燕姿,伤感/怀旧,4XrWar13kLO1jr535AzKrQ,0.439,0.521,3,-6.804,1,0.0352,0.268,0,0.362,0.128,127.957,320400,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'60s'
未完成,孙燕姿,Stefanie Sun,未完成,孙燕姿,怀旧/感动,5cYKYPm5kYUKZvFtoHihTA,0.472,0.691,11,-6.441,1,0.126,0.252,4.03e-05,0.318,0.394,114.691,265640,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'50s'
接下来,孙燕姿,Stefanie Sun,接下来,孙燕姿,伤感/感动,1BTO4KdZeiz5hcvn6CYG06,0.5,0.564,9,-6.327,1,0.0401,0.65,7.33e-05,0.0981,0.3,124.636,214733,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
学会,孙燕姿,Stefanie Sun,学会,孙燕姿,怀旧/感动/治愈,39nUU9Q09I3Zlh5oqli7Rj,0.354,0.537,1,-6.086,1,0.0361,0.348,4.27e-05,0.188,0.137,99.99,258467,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
年轻无极限,孙燕姿,Stefanie Sun,年轻无极限,孙燕姿,兴奋/感动,07EuSHsOR7ZP7Y0JJ55zYQ,0.597,0.681,11,-4.791,1,0.0362,0.192,0,0.0901,0.335,106.104,300693,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
了解,孙燕姿,Stefanie Sun,了解,孙燕姿,安静/感动,0oqu66TEFnDXHJUULNSqFL,0.456,0.289,4,-9.232,1,0.0299,0.842,0,0.213,0.15,72.148,286640,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
休止符,孙燕姿,Stefanie Sun,休止符,孙燕姿,感动/治愈,098hDbRvsawFpDFbIodjO5,0.399,0.432,9,-8.61,0,0.038,0.747,3.41e-05,0.0952,0.178,149.702,229467,3,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
"My story, your song",孙燕姿,Stefanie Sun,,,,2mVkuIF6yabndSZAmd6556,0.465,0.669,6,-5.703,1,0.0402,0.598,7.17e-06,0.129,0.3,170.081,275960,3,b'Southeast Asia',b'Singapore',b'Female',b'Female Duo',b'2000s',b'Pop',b'Asian Pop',b'Other Asian Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium Slow',b'50s'
Hey Jude,孙燕姿,Stefanie Sun,Hey Jude,孙燕姿,怀旧,6r5sN1MDlPrisdOdktoHVg,0.548,0.348,8,-6.863,1,0.0242,0.547,0.000201,0.123,0.297,148.071,274867,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
Silent all these years,孙燕姿,Stefanie Sun,,,,3DZeujl5Z6Z58JAyLpjLr4,0.645,0.425,4,-7.525,1,0.0357,0.566,2.8e-06,0.111,0.386,129.034,253000,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'60s'
Venus,孙燕姿,Stefanie Sun,Venus,孙燕姿,感动/治愈,0rRLJXJhWd8V3H0sZ6PXaY,0.776,0.882,11,-4.077,0,0.0375,0.0665,0.00199,0.279,0.955,125.996,210840,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Dark Pop Intensity',b'Medium Tempo',b'Medium Fast',b'120s'
绿光,孙燕姿,Stefanie Sun,绿光,孙燕姿,怀旧/清新,2kmwkxaPjSwJ1fe7SFROTs,0.589,0.874,3,-4.971,1,0.0766,0.107,0,0.0978,0.417,106.017,190079,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium Fast',b'100s'
不是真的爱我,孙燕姿,Stefanie Sun,不是真的爱我,孙燕姿,伤感,7wz6mHHnJXPVpC64CXwlMh,0.611,0.329,3,-9.651,1,0.0394,0.783,0,0.118,0.194,121.933,239909,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'60s'
练习,孙燕姿,Stefanie Sun,练习,孙燕姿,感动,7qbverfxJs1dE8WCAgrnLk,0.605,0.719,0,-5.52,1,0.0268,0.245,0,0.0974,0.457,105.018,256255,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
爱情字典,孙燕姿,Stefanie Sun,爱情字典,孙燕姿,感动/治愈,5jW2i6h8WD3vUinVC1lAqA,0.478,0.483,4,-7.513,1,0.0319,0.637,2.02e-05,0.11,0.327,139.518,229088,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
随堂测验,孙燕姿,Stefanie Sun,随堂测验,孙燕姿,感动/治愈,3Q5iXNbJYmWPPC1viqJMJe,0.705,0.76,9,-4.719,1,0.0281,0.0592,0,0.225,0.626,126.998,217850,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Upbeat',b'Carefree Pop',b'Medium Tempo',b'Medium Fast',b'120s'
我是我,孙燕姿,Stefanie Sun,,,,5ZmEJI9ICvLJxx5VSh1zmh,0.486,0.913,7,-3.854,1,0.0947,0.01,0,0.112,0.374,180.033,226905,4,b'Southeast Asia',b'Singapore',b'Mixed',b'Mixed Duo',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium Fast',b'90s'
on the road - Demo 1,孙燕姿,Stefanie Sun,,,,1Nl46Htick2us08lQ7N9iD,0.494,0.142,7,-22.785,1,0.0766,0.918,0.0265,0.346,0.549,102.507,85360,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sentimental',b'Tender / Sincere',b'Medium Tempo',b'Medium Slow',b'50s'
坏天气,孙燕姿,Stefanie Sun,坏天气,孙燕姿,怀旧/感动,79lZ2PKIGXKZS2QaC7ZqQv,0.499,0.443,2,-8.356,1,0.0399,0.544,0.000265,0.0917,0.151,175.973,270867,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Easygoing',b'Friendly',b'Medium Tempo',b'Medium',b'80s'
零缺点,孙燕姿,Stefanie Sun,零缺点,孙燕姿,感动/放松,2euRRCOPQOlXaCRjvxSHTl,0.681,0.914,9,-3.063,1,0.0537,0.0311,1e-05,0.206,0.837,107.041,220573,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium Fast',b'100s'
开始懂了,孙燕姿,Stefanie Sun,开始懂了,孙燕姿,伤感,68tZwwRuo9ip5gRQFG1XWF,0.638,0.441,8,-6.909,0,0.029,0.419,7.39e-05,0.11,0.151,117.933,271493,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
中间地带,孙燕姿,Stefanie Sun,中间地带,孙燕姿,感动/治愈,3AmaN3Ng5lUmsbaop8rOE2,0.445,0.686,6,-6.908,1,0.0907,0.258,0,0.158,0.541,183.82,270933,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
相信,孙燕姿,Stefanie Sun,相信,孙燕姿,兴奋/感动/治愈,0IiVuHYZZFUTgUtAT4sIWY,0.583,0.301,9,-7.808,1,0.0351,0.902,0,0.102,0.156,127.921,271693,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
累赘,孙燕姿,Stefanie Sun,累赘,孙燕姿,感动/治愈,5LwavmweUwjY4hnyqCcTRc,0.677,0.66,11,-7.286,1,0.0406,0.517,2.6e-06,0.395,0.693,129.911,194093,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'60s'
难得一见,孙燕姿,Stefanie Sun,难得一见,孙燕姿,感动,4Hb2UMmnT1qAsybxBf2MLF,0.639,0.842,3,-4.25,0,0.0932,0.135,0.00013,0.0984,0.355,98.023,253640,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Dark Pop Intensity',b'Medium Tempo',b'Medium Fast',b'90s'
星期一天气晴我离开你,孙燕姿,Stefanie Sun,星期一天气晴我离开你,孙燕姿,思念,3wbR49XQWrJn0VVvFPtjfe,0.57,0.728,3,-5.095,1,0.0264,0.00919,2.65e-06,0.24,0.538,146.066,259800,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'70s'
on the road - Demo 2,孙燕姿,Stefanie Sun,,,,76BYRMGBVuhXRRbCF18gBO,0.427,0.0333,2,-23.573,0,0.0776,0.985,0.884,0.0859,0.247,91.589,72133,3,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Tender',b'Romantic / Lyrical',b'Slow Tempo',b'Slow',b'40s'
爱情证书,孙燕姿,Stefanie Sun,爱情证书,孙燕姿,怀旧/浪漫,5EpCtSQCrDv2BYebfsKYu7,0.597,0.446,1,-6.808,1,0.0288,0.755,2e-06,0.1,0.233,122.943,255307,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'60s'
E-Lover,孙燕姿,Stefanie Sun,E-Lover,孙燕姿,伤感/感动/治愈,0t9dMOCANt8yAh51dDYjvi,0.68,0.417,7,-8.775,1,0.0309,0.643,0,0.0446,0.664,88.993,301360,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
浓眉毛,孙燕姿,Stefanie Sun,浓眉毛,孙燕姿,感动/浪漫,6waMgRWWynbJAPBgJpFwUl,0.748,0.648,5,-6.967,1,0.026,0.693,0,0.148,0.511,105.971,227000,4,b'Southeast Asia',b'Singapore',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Easygoing',b'Friendly',b'Medium Tempo',b'Medium Slow',b'50s'
